BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL	WAKTU
112.5071	-7.3803	8	JAWA	JAWA TIMUR	KAB. GRESIK	WRINGINANOM	NOAA20	2020-09-12	06:14:46.000000		
112.3382	-7.5237	8	JAWA	JAWA TIMUR	KAB. JOMBANG	SUMOBITU	NOAA20	2020-09-12	06:14:46.000000		
112.4553	-7.1186	8	JAWA	JAWA TIMUR	KAB. LAMONGAN	DEKET	SNPP	2020-09-12	05:24:59.000000		
112.4548	-7.1208	8	JAWA	JAWA TIMUR	KAB. LAMONGAN	DEKET	NOAA20	2020-09-12	06:14:46.000000		
112.2178	-6.9617	8	JAWA	JAWA TIMUR	KAB. LAMONGAN	LAREN	NOAA20	2020-09-12	06:14:46.000000		
112.2933	-7.0891	8	JAWA	JAWA TIMUR	KAB. LAMONGAN	PUCUK	NOAA20	2020-09-12	06:14:46.000000		
112.3647	-6.9168	8	JAWA	JAWA TIMUR	KAB. LAMONGAN	SOLOKURO	SNPP	2020-09-12	05:24:59.000000		
111.7864	-7.5988	8	JAWA	JAWA TIMUR	KAB. MADIUN	GEMARANG	SNPP	2020-09-12	05:24:59.000000		
111.7010	-7.4531	7	JAWA	JAWA TIMUR	KAB. MADIUN	PILANGKENCENG	NOAA20	2020-09-12	06:14:46.000000		
111.8384	-7.5136	8	JAWA	JAWA TIMUR	KAB. MADIUN	SARADAN	NOAA20	2020-09-12	06:14:46.000000		
111.8341	-7.5143	8	JAWA	JAWA TIMUR	KAB. MADIUN	SARADAN	NOAA20	2020-09-12	06:14:46.000000		
111.7547	-7.5156	8	JAWA	JAWA TIMUR	KAB. MADIUN	SARADAN	NOAA20	2020-09-12	06:14:46.000000		
112.4660	-7.3191	8	JAWA	JAWA TIMUR	KAB. MOJOKERTO	DAWARBLANDONG	AQUA	2020-09-12	06:11:00		
112.5949	-7.5101	7	JAWA	JAWA TIMUR	KAB. MOJOKERTO	PUNGING	NOAA20	2020-09-12	06:14:46.000000		
111.8162	-7.6294	8	JAWA	JAWA TIMUR	KAB. NGANJUK	BAGOR	SNPP	2020-09-12	05:24:59.000000		
111.8270	-7.5932	8	JAWA	JAWA TIMUR	KAB. NGANJUK	BAGOR	SNPP	2020-09-12	05:24:59.000000		
111.8165	-7.6293	8	JAWA	JAWA TIMUR	KAB. NGANJUK	BAGOR	NOAA20	2020-09-12	06:14:46.000000		
111.8229	-7.6133	8	JAWA	JAWA TIMUR	KAB. NGANJUK	BAGOR	NOAA20	2020-09-12	06:14:46.000000		
111.8287	-7.5936	8	JAWA	JAWA TIMUR	KAB. NGANJUK	BAGOR	NOAA20	2020-09-12	06:14:46.000000		
111.8572	-7.5214	8	JAWA	JAWA TIMUR	KAB. NGANJUK	REJOSO	NOAA20	2020-09-12	06:14:46.000000		
111.8746	-7.4890	7	JAWA	JAWA TIMUR	KAB. NGANJUK	REJOSO	NOAA20	2020-09-12	06:14:46.000000		
111.7691	-7.6743	8	JAWA	JAWA TIMUR	KAB. NGANJUK	WILANGAN	NOAA20	2020-09-12	06:14:46.000000		
111.3326	-7.5601	7	JAWA	JAWA TIMUR	KAB. NGAWI	KENDAL	NOAA20	2020-09-12	06:14:46.000000		
111.1916	-7.2640	7	JAWA	JAWA TIMUR	KAB. NGAWI	MANTINGAN	NOAA20	2020-09-12	06:14:46.000000		
111.2522	-7.3849	7	JAWA	JAWA TIMUR	KAB. NGAWI	WIDODAREN	NOAA20	2020-09-12	06:14:46.000000		
113.4110	-7.1801	8	JAWA	JAWA TIMUR	KAB. PAMEKASAN	TLANAKAN	NOAA20	2020-09-12	06:14:46.000000		
112.7609	-7.7938	8	JAWA	JAWA TIMUR	KAB. PASURUAN	PURWODADI	SNPP	2020-09-12	05:24:59.000000		
112.9414	-7.7728	7	JAWA	JAWA TIMUR	KAB. PASURUAN	WINONGAN	NOAA20	2020-09-12	06:14:46.000000		
111.4834	-8.0046	8	JAWA	JAWA TIMUR	KAB. PONOROGO	BUNGKAL	AQUA	2020-09-12	06:11:00		
111.4858	-8.0069	8	JAWA	JAWA TIMUR	KAB. PONOROGO	BUNGKAL	NOAA20	2020-09-12	06:14:46.000000		
111.4818	-8.0075	8	JAWA	JAWA TIMUR	KAB. PONOROGO	BUNGKAL	NOAA20	2020-09-12	06:14:46.000000		
111.5901	-7.9166	8	JAWA	JAWA TIMUR	KAB. PONOROGO	PULUNG	NOAA20	2020-09-12	06:14:46.000000		
111.5822	-7.9474	8	JAWA	JAWA TIMUR	KAB. PONOROGO	SAWOO	NOAA20	2020-09-12	06:14:46.000000		
111.5672	-7.9314	7	JAWA	JAWA TIMUR	KAB. PONOROGO	SAWOO	NOAA20	2020-09-12	06:14:46.000000		
113.5556	-7.7527	8	JAWA	JAWA TIMUR	KAB. PROBOLINGGO	KOTA ANYAR	NOAA20	2020-09-12	06:14:46.000000		
113.8256	-7.7126	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	BUNGATAN	NOAA20	2020-09-12	06:14:46.000000		
113.8189	-7.7137	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	BUNGATAN	NOAA20	2020-09-12	06:14:46.000000		
113.8155	-7.7143	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	BUNGATAN	NOAA20	2020-09-12	06:14:46.000000		
113.9645	-7.7529	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	KENDIT	AQUA	2020-09-12	06:11:00		
113.8959	-7.7748	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	KENDIT	SNPP	2020-09-12	05:24:59.000000		
113.9688	-7.7462	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	KENDIT	NOAA20	2020-09-12	06:14:46.000000		
113.9647	-7.7469	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	KENDIT	NOAA20	2020-09-12	06:14:46.000000		
113.9693	-7.6805	9	JAWA	JAWA TIMUR	KAB. SITUBONDO	PANARUKAN	NOAA20	2020-09-12	06:14:46.000000		
113.7499	-7.7787	8	JAWA	JAWA TIMUR	KAB. SITUBONDO	SUBOH	NOAA20	2020-09-12	06:14:46.000000		
115.3611	-6.9633	8	JAWA	JAWA TIMUR	KAB. SUMENEP	ARJASA	NOAA20	2020-09-12	06:14:46.000000		
115.4038	-6.8859	8	JAWA	JAWA TIMUR	KAB. SUMENEP	ARJASA	NOAA20	2020-09-12	06:14:46.000000		
113.6623	-6.9085	8	JAWA	JAWA TIMUR	KAB. SUMENEP	PASONGSONGAN	NOAA20	2020-09-12	06:14:46.000000		
