BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL	WAKTU
118.1817	-8.3460	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	SANGGAR 	SNPP	2020-08-04	05:55:59.000000		
118.1764	-8.3469	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	SANGGAR 	SNPP	2020-08-04	05:55:59.000000		
118.1811	-8.3420	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	SANGGAR 	SNPP	2020-08-04	05:55:59.000000		
118.2182	-8.3278	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	SANGGAR 	SNPP	2020-08-04	05:55:59.000000		
118.2147	-8.3284	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	SANGGAR 	SNPP	2020-08-04	05:55:59.000000		
118.1681	-8.3454	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	SANGGAR 	NOAA20	2020-08-04	17:51:28.000000		
117.9713	-8.1097	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	TAMBORA 	AQUA	2020-08-04	06:05:00.000000		
117.9541	-8.1124	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	TAMBORA 	AQUA	2020-08-04	06:05:00.000000		
117.8379	-8.1968	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	TAMBORA 	SNPP	2020-08-04	05:55:59.000000		
117.9685	-8.1076	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. BIMA 	TAMBORA 	SNPP	2020-08-04	05:55:59.000000		
118.2509	-8.6705	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	NOAA20	2020-08-04	05:06:11.000000		
118.2417	-8.5165	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	NOAA20	2020-08-04	05:06:11.000000		
118.2359	-8.5124	7	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	NOAA20	2020-08-04	05:06:11.000000		
118.3519	-8.4479	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	NOAA20	2020-08-04	05:06:11.000000		
118.3511	-8.4432	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	NOAA20	2020-08-04	05:06:11.000000		
118.3499	-8.4486	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	NOAA20	2020-08-04	05:06:11.000000		
118.3491	-8.4438	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	NOAA20	2020-08-04	05:06:11.000000		
118.2697	-8.5272	7	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	SNPP	2020-08-04	05:55:59.000000		
118.3501	-8.4478	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	SNPP	2020-08-04	05:55:59.000000		
118.3495	-8.4438	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KEMPO 	SNPP	2020-08-04	05:55:59.000000		
118.3417	-8.3568	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KILO 	NOAA20	2020-08-04	05:06:11.000000		
118.3384	-8.3539	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	KILO 	SNPP	2020-08-04	05:55:59.000000		
118.4138	-8.5178	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. DOMPU 	WOJU 	NOAA20	2020-08-04	05:06:11.000000		
117.5107	-8.4411	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	MOYO UTARA 	NOAA20	2020-08-04	05:06:11.000000		
117.5075	-8.4415	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	MOYO UTARA 	NOAA20	2020-08-04	05:06:11.000000		
117.5095	-8.4361	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	MOYO UTARA 	NOAA20	2020-08-04	05:06:11.000000		
117.5064	-8.4365	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	MOYO UTARA 	NOAA20	2020-08-04	05:06:11.000000		
117.5093	-8.4346	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	MOYO UTARA 	SNPP	2020-08-04	05:55:59.000000		
117.8833	-8.7662	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	PLAMPANG 	SNPP	2020-08-04	05:55:59.000000		
117.7917	-8.7575	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	PLAMPANG 	SNPP	2020-08-04	05:55:59.000000		
117.4183	-8.4616	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	SUMBAWA 	NOAA20	2020-08-04	05:06:11.000000		
117.4151	-8.4620	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	SUMBAWA 	NOAA20	2020-08-04	05:06:11.000000		
117.4145	-8.4645	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	SUMBAWA 	NOAA20	2020-08-04	05:06:11.000000		
117.4138	-8.4594	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	SUMBAWA 	NOAA20	2020-08-04	05:06:11.000000		
117.4147	-8.4601	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	SUMBAWA 	SNPP	2020-08-04	05:55:59.000000		
117.4169	-8.4612	7	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	SUMBAWA 	SNPP	2020-08-04	05:55:59.000000		
117.4164	-8.4574	7	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	SUMBAWA 	SNPP	2020-08-04	05:55:59.000000		
118.0290	-8.7185	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	AQUA	2020-08-04	06:05:00.000000		
118.2702	-8.7272	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	NOAA20	2020-08-04	05:06:11.000000		
118.2698	-8.7223	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	NOAA20	2020-08-04	05:06:11.000000		
118.0343	-8.7184	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	NOAA20	2020-08-04	05:06:11.000000		
118.0379	-8.7162	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	NOAA20	2020-08-04	05:06:11.000000		
118.2707	-8.7225	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	SNPP	2020-08-04	05:55:59.000000		
118.0389	-8.7163	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	SNPP	2020-08-04	05:55:59.000000		
118.0382	-8.7123	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	TARANO 	SNPP	2020-08-04	05:55:59.000000		
117.4106	-8.5694	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	UNTERIWIS 	NOAA20	2020-08-04	05:06:11.000000		
117.1388	-8.4366	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA 	UTAN 	SNPP	2020-08-04	05:55:59.000000		
116.7707	-8.8885	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA BARAT 	JEREWEH 	SNPP	2020-08-04	05:55:59.000000		
116.7674	-8.8703	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA BARAT 	 KAB. SUMBAWA BARAT 	JEREWEH 	SNPP	2020-08-04	05:55:59.000000		
124.4915	-8.4095	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA TIMUR 	 KAB. ALOR 	ALOR BARAT LAUT 	NOAA20	2020-08-04	05:06:11.000000		
125.0897	-8.2863	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA TIMUR 	 KAB. ALOR 	ALOR TIMUR 	NOAA20	2020-08-04	05:06:11.000000		
124.0913	-8.4896	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA TIMUR 	 KAB. ALOR 	PEMBANTU PANTAR 	NOAA20	2020-08-04	05:06:11.000000		
124.0907	-8.4862	8	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA TIMUR 	 KAB. ALOR 	PEMBANTU PANTAR 	NOAA20	2020-08-04	05:06:11.000000		
124.1968	-8.4601	7	KEPULAUAN NUSA TENGGARA	 NUSA TENGGARA TIMUR 	 KAB. ALOR 	PEMBANTU PANTAR 	NOAA20	2020-08-04	05:06:11.000000		
