Tanggal,Waktu,Lat,Long,ICAO,Angin,Visibility,Cuaca
23-02-2021,12:00:00Z	,-2.2266666666666666,113.94388888888888,Stamet Tjilik Riwut - Palangkaraya (WAGG),32023KT,1000,TSRA
