Tanggal,Waktu,Lat,Long,ICAO,Angin,Visibility,Cuaca
16-05-2021,00:30:00Z	,-2.8977777777777787,104.70083333333334,Sultan Mahmud Badaruddin II - Palembang (WIPP),19004KT,9999,FEW010
