Tanggal,Waktu,Lat,Long,ICAO,Angin,Visibility,Cuaca
17-09-2020,14:00:00Z	,-1.630466,103.642847,Stamet I Sultan Thaha - Jambi (WIJJ),08005KT,9999,FEW015
