BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL(WIB)	WAKTU(WIB)	RADIUS KEMUNGKINAN	TIPE
110.4450	-7.5452	8	JAWA	DI YOGYAKARTA	SLEMAN	PAKEM	SNPP	2021-10-28	01:18:55	1125	pixel		
110.4395	-7.5429	8	JAWA	JAWA TENGAH	MAGELANG	DUKUN	NOAA20	2021-10-28	00:24:50	1125	pixel		
110.4380	-7.5416	8	JAWA	JAWA TENGAH	MAGELANG	DUKUN	NOAA20	2021-10-28	00:24:50	1125	pixel		
110.4415	-7.5447	8	JAWA	JAWA TENGAH	MAGELANG	SRUMBUNG	SNPP	2021-10-28	01:18:55	1125	pixel		
110.4384	-7.5442	8	JAWA	JAWA TENGAH	MAGELANG	SRUMBUNG	SNPP	2021-10-28	01:18:55	1125	pixel		
110.4355	-7.5484	8	JAWA	JAWA TENGAH	MAGELANG	SRUMBUNG	SNPP	2021-10-28	01:18:55	1125	pixel		
110.4323	-7.5479	8	JAWA	JAWA TENGAH	MAGELANG	SRUMBUNG	SNPP	2021-10-28	01:18:55	1125	pixel		
114.3615	-8.1435	8	JAWA	JAWA TIMUR	BANYUWANGI	KALIPURO	NOAA20	2021-10-28	00:24:50	1125	pixel		
112.7320	-7.6195	8	JAWA	JAWA TIMUR	PASURUAN	BEJI	NOAA20	2021-10-28	00:24:50	1125	pixel		
112.6528	-7.4665	8	JAWA	JAWA TIMUR	SIDOARJO	TULANGAN	NOAA20	2021-10-28	00:24:50	1125	pixel		
112.6823	-7.2676	8	JAWA	JAWA TIMUR	SURABAYA	TANDES	SNPP	2021-10-28	01:18:55	1125	pixel		
111.8846	-6.8156	8	JAWA	JAWA TIMUR	TUBAN	TAMBAKBOYO	NOAA20	2021-10-28	00:24:50	1125	pixel		
115.4909	-2.2894	8	KALIMANTAN	KALIMANTAN SELATAN	BALANGAN	PARINGIN	NOAA20	2021-10-28	00:24:50	1125	pixel		
